isbn;ean;title;publisher;date;seriesTitle;seriesNumber;authorSurname;AuthorName;type;totalCopies;numberCopiesAimeCesaire;numberCopiesEdmondRostand;numberCopiesJeanPierreMelville;numberCopiesOscarWilde;numberCopiesSaintSimon
90-74597-85-8;;Contes et mythes chamans du monde entier | Texte imprimé | [recueillis et commentés par] Nana Nauwald | trad. de l'anglais par Sabine de Lisle;Binkey Kok publications;2004;;;Nauwald;Nana;Livre pour adulte;1;;;;;
;;Konzert in D-Dur für Violine und Orchester TWV 51: 9 | Musique imprimée;Bärenreiter;2002;;;Telemann;Georg Philipp;Partition;1;;;;;
;;Loves you | 1 | Enregistrement sonore | Jefferson Airplane;Distrib. BMG;1992;;;;;Disque compact;4;;;;;
;;Penguin Cafe Orchestra | Enregistrement sonore;E.G.Records;1991;;;Jeffes;Simon;Disque compact;1;;;;;
2-02-030197-0;;Le bêtisier des philosophes | Texte imprimé | Christian Roche & Jean-Jacques Barrère;Seuil;1997;;;Roche;Christian;Livre pour adulte;1;;;;;
;;You better run | Enregistrement sonore | the essential | J. Kimbrough;Fat Possum;2002;;;Kimbrough;Junior;Disque compact;3;;;1;;
;;L'art des cloîtres romans | Texte imprimé | étude iconographique | Raymond Rey;E. Privat;1955;;;Rey;Raymond;Livre pour adulte;1;;;;;
;;Gilles Peterson in Africa | Enregistrement sonore;Ether;2005;;;;;Disque compact;2;;;;;
978-2-8001-3878-7;9782800138787;Castel Montrigu | Texte imprimé | [Seron];Dupuis;DL 2007;Les petits hommes.;43;Seron;;Bande dessinée jeunesse;8;;;1;;
;;Off | Texte imprimé;Seuil;1971;;;Jenny;Laurent;Livre pour adulte;1;;;;;
;;24 heures chrono | Saison 4 | DVD 2 | Images animées | Joël Surnow, Robert Cochran, idée orig. | Sean Callery, comp. | Kiefer Sutherland, William Devane, Kim Raver... [et al.], act.;Twentieth century Fox [éd., distrib.];2006;24 heures chrono;;;;DVD-vidéo tous publics;2;;;;;
2-08-064639-7;;L'Aveuglement | Texte imprimé | Christian Jelen | avec le concours d'Ilios Yannakakis | préface de Jean-François Revel;Flammarion;1984;;;Jelen;Christian;Livre pour adulte;1;;;;;
"978-88-530-0590-8;978-88-530-0591-5";;Des traces dans la neige  | Multimédia multisupport | Nicolas Gerrier | illustrations de Bruno Bagourd;Cideb;cop. 2006;;;Gerrier;Nicolas;Méthode de langue;5;;;;;
3-498-03316-6;;Die Klavierspielerin | Texte imprimé | Elfriede Jelinek;Rowohlt;1983;;;Jelinek;Elfriede;Livre en langue étrangère;1;;;;;
;;Comme d'habitude | Enregistrement sonore | C. François;Mercury;2000;;;;;Disque compact;3;;;;;
2-9803213-0-3;;2 voix 1 mesure | Texte imprimé | introduction à la polyphonie | Jean-Claude Bélanger | volume 1;"Les éditions Consonance;1997";2004;;;Bélanger;Jean-Claude;Méthode musicale;1;;;;;
978-0-330-51904-5;;Less than zero | Texte imprimé | Bret Easton Ellis;Picador;2010;;;Ellis;Bret Easton;Livre en langue étrangère;1;;;;;
;4011760652022;The Bombay Connection | Vol. 1 | funk from Bollywood action thrillers (1977-1984) | Enregistrement sonore | Kalyanji-Anadji, R. D. Burman, Sapan-Jagmohan... [et al.], interp.;Bombay Connection;2010;;;;;Disque compact;2;;;;1;
978-2-84833-239-0;9782848332390;Morbihan | Texte imprimé | texte et photos, Dominique Le Brun;"Éd. ""Le Télégramme""";cop. 2010;;;Le Brun;Dominique;Livre pour adulte;1;;;;;
978-2-7011-5662-0;9782701156620;Les mers mythiques | Texte imprimé | Élisabeth Dumont-Le Cornec | préface, Patrice Franceschi | cartographie, Jean-François Dutilh;Belin;DL 2010;;;Le Cornec;Élisabeth;Livre pour adulte;2;;;;;
978-2-84197-512-9;9782841975129;Guide des grands sites sacrés en France | Texte imprimé | Jean-François Blondel;Éd. Trajectoire;DL 2010;;;Blondel;Jean-François;Livre pour adulte;2;;;;;
978-2-35355-323-5;9782353553235;La pratique du Pilates | Multimédia multisupport | textes, Sophie Godard | photos, Morgan Dresse;Éd. ESI;impr. 2009;;;Godard;Sophie;Livre pour adulte;1;;1;;;
2-07-077459-7;9782070774593;Dickens, barbe à papa | Enregistrement sonore | et nourritures délectables | Philieppe Delerm | lu par Jean-Pierre Cassel;Gallimard;2005;;;Delerm;Philippe;Livre sonore pour adulte;2;;;;;
;3354621009438;Poèmes choisis | Enregistrement sonore | Paul Verlaine | lus par Marianne Valéry;Le Livre qui parle;2006;;;Verlaine;Paul;Livre sonore pour adulte;1;;;;;
;;The Harmonious Blacksmith | Enregistrement sonore | Pièces célèbres de clavecin | T. Pinnock;Polydor;1984;;;;;Disque compact;2;;;1;;
2-213-62281-7;;La foi des vaincus | Texte imprimé | les révolutionnaires français de 1945 à 2005 | Jeannine Verdès-Leroux;Fayard;2005;;;Verdes-Leroux;Jeannine;Livre pour adulte;4;;;;;
;;Togo | Document cartographique | carte touristique | Institut géographique national;IGN;1991;;;;;Carte ou plan;1;;;;;
978-2-8094-1425-7;9782809414257;Périple pour l'échafaud | Texte imprimé | Brian Azzarello | [dessin de] Eduardo Risso;Panini comics;DL 2010;100 bullets;11;Azzarello;Brian;Bande dessinée pour adulte;3;;;;;
978-2-84166-278-4;9782841662784;Bruxelles | Alexandra Lolivrel;Grandir;2005;;;Lolivrel;Alexandra;Livre jeunesse;3;;;;;1
978-2-88908-042-7;9782889080427;Le Petit Chaperon rouge | illustrations Chiara Carrer;Joie de lire;2010;;;Carrer;Chiara;Livre jeunesse;9;1;;;;
978-2-01-230214-3;9782012302143;L'Amérique de Jamie | Texte imprimé | Jamie Oliver | photographies et collages par David Loftus;Hachette pratique;DL 2010;;;Oliver;Jamie;Livre pour adulte;1;;1;;;
978-2-36221-009-9;9782362210099;La princesse qui rêvait tout le temps | Texte imprimé | et autres contes de fées | écrit par Gudule | illustré par Amélie Thiébaud;Éd. Mic-Mac;DL 2010;;;Gudule;;Livre jeunesse;1;;;;;
978-2-7585-0819-9;9782758508199;Brésil | Document cartographique | carte touristique | cartographie MairDumont | [publié par l']Institut géographique national;IGN;2007;;;;;Carte ou plan;1;;;;;
1-59615-189-7;077712331609;Violin concerto No. 3 in G major | Multimédia multisupport | KV216 | Wolfgang Amadeus Mozart | The Plovdiv Philharmonic Orchestra | Nayden Todorov, dir. | Mario Hossen, violon;MMO Music Group;cop.2004;;;Mozart;Wolfgang Amadeus;Partition;2;;;;;
;3348467915602;Sherlock Holmes | Saison 1 | épisodes 7 à 9 | Images animées | Jeremy Brett, David Burke, Rosalie Williams, Eric Porter... [et al.], act.;Sony Pictures Home Entertainment France S.n.c. [éd.];cop. 1984;;;Brett;Jeremy;DVD-vidéo tous publics;1;;;;;
2-908527-06-5;;Un Juif sous Vichy | Texte imprimé | [Georges Wellers] | préf. de Jacques Delarue...;Éd. Tirésias;1991;;;Wellers;Georges;Livre pour adulte;1;;;;;
978-2-7072-0654-1;9782707206541;Réinventer un fauteuil | Texte imprimé | des idées et le savoir-faire étape par étape | Claude Hache;Massin;DL 2010;;;Hache;Claude;Livre pour adulte;2;;1;;;
2-258-05840-6;;Le secret de Katie Byrne | Texte imprimé | roman | Barbara Taylor Bradford | trad. de Colette Vlérick;Presses de la Cité;2002;;;Bradford;Barbara Taylor;Livre pour adulte;3;;;;;
978-2-7578-1360-7;9782757813607;Triste flic | Texte imprimé | roman | Hugo Hamilton | traduit de l'anglais (Irlande) par Katia Holmes;Points;DL 2010;;;Hamilton;Hugo;Livre pour adulte;3;;;;;
;;Series | Enregistrement sonore | Martial Solal;Polygram International;1990;;;;;Disque compact;1;;;;;
;7332334750072;Arturo Benedetti Michelangeli : Live in Warsaw 1955 | Enregistrement sonore | Robert Schumann, Johann Sebastian Bach, Johannes Brahms, comp. | Warsaw Philharmonic Orchesta | Witold Rowicki, dir.;Alatara;2005;;;Benedetti-Michelangeli;Arturo;Disque compact;2;;;;;
;;Haris al-madina al-da'i*a | Texte imprimé | riwaya | Ibrahim Nasr Allah;Al-mu'assasa al-*arabiyya li-dirasat wa al-nashr;1997;;;Nasr Allah;Ibrahim;Livre en langue étrangère;1;;;;;
978-2-203-0125-8-5;9782203012585;Issunbôshi | Texte imprimé | grand comme un pouce | adapté d'un conte japonais | un livre-théâtre d'ombres | de Nathalie Dieterlé;Casterman;DL 2008;;;Dieterlé;Nathalie;Livre jeunesse;2;;;;;
;;La marche du fou | Texte imprimé | Henriette Jelinek;Gallimard;1967;;;Jelinek;Henriette;Livre pour adulte;2;;;;;
2-7470-1973-X;9782747019736;La promenade à vélo | Marie-Agnès Gaudrat | illustrations Helen Oxenbury;Bayard Jeunesse;2006;;;Gaudrat;Marie-Agnès;Livre jeunesse;2;;;;;
;;24 heures chrono | Saison 4 | DVD 6 | Images animées | Joël Surnow, Robert Cochran, idée orig. | Sean Callery, comp. | Kiefer Sutherland, William Devane, Kim Raver... [et al.], act.;Twentieth century Fox [éd., distrib.];2006;24 heures chrono;;;;DVD-vidéo tous publics;1;;;;;
2-13-048007-1;;L'électricité atmosphérique et la foudre | Texte imprimé | Alex Hermant,... Christian Lesage,...;Presses universitaires de France;1997;;;Hermant;Alex;Livre pour adulte;2;;;;;
3-499-12341-X;;Wir sind Lockvögel Baby ! | Texte imprimé | Roman | Elfriede Jelinek;Rowohlt Taschenbuch Verl.;2004;;;Jelinek;Elfriede;Livre en langue étrangère;1;;;;;
2-85940-476-7;;Le faucon des mers | Texte imprimé | roman | Rafael Sabatini | trad. de l'anglais par Éric Chédaille;Phébus;1997;;;Sabatini;Rafael;Livre pour adulte;2;;;;;
;;Sunshine express | Enregistrement sonore | Shank B;Bellaphon;1991;;;;;Disque compact;1;;;;;
;;Georges Méliès cinéaste | Texte imprimé | le montage cinématographique chez Georges Méliès | Pierre Jenn;Albatros;1984;;;Jenn;Pierre;Livre pour adulte;1;;;;;
;;"Seychelles | Enregistrement sonore | Musiques oubliées ""des îles"" ; Danses et Romances de l'Ancienne France";Ocora;1989;;;Koechlin;Bernard;Disque compact;3;;;;;
;;The third man | Enregistrement sonore | B.O. (1949) | Le troisième homme;Disconforme;1999;;;Karas;Anton;Disque compact;9;;;;;
2-84720-011-8;;Le garçon qui voulait devenir un être humain | Texte imprimé | roman | Livre 2 | Leiv, Narua et Apuluk | Jørn Riel | trad. du danois par Susanne Juul et Bernard Saint-Bonnet;Gaïa éd.;2002;Le garçon qui voulait devenir un être humain;2;Riel;Jørn;Livre pour adulte;17;;1;;;
2-85036-931-4;;Nummer Eins in Deutsch | dictionnaire français-allemand, allemand-français | Texte imprimé | Le Robert & Collins | sous la dir. de Martyn Back;Dictionnaire Le Robert;2004;;;;;Livre jeunesse;2;;;;;
;3516628253928;Olympic | enregistrement sonore | French 79;Alter K;2016;;;French 79;;Disque compact;2;;;;1;
;;Trumpet concertos | Enregistrement sonore | H. Hardenberger;Philips classics;1990;;;;;Disque compact;2;;;;;
;;L'homme qui en savait trop | Images animées | The man who knew too much | Alfred Hitchcock, réal. | Charles Bennett, D.B. Wyndham-Lewis, idée orig. | John Michael Hayes, scénario | James Stewart, Doris Day, Brenda De Banzie... [et al.], act.;Universal pictures video [éd., distrib.];[DL 2005];;;;;DVD jeunesse;1;;;;;
;;Silimar features | Enregistrement sonore | Melissa Etheridge;Distrib. Polygram;1988;;;;;Disque compact;1;;;;;
978-2-7234-6878-7;"3250199931235;9782723468787";Compotes | Texte imprimé;Éd. Atlas-Glénat;impr. 2009;;;;;Livre pour adulte;1;;;;;
;;"The upsetter live ! 1995-2002 | Enregistrement sonore | Part 1 : the truth as it happens | Lee ""Scratch"" Perry";Ariwa;2002;;;Perry;Lee;Disque compact;1;;;;;
978-2-8094-5702-5;9782809457025;Last game | 7 | Texte imprimé | Shinobu Amano;Panini manga;DL 2016;Last game;7;Amano;Shinobu;Bande dessinée jeunesse;2;1;;;;
;;Solennités, fêtes et réjouissances parisiennes | Texte imprimé | René Héron de Villefosse | [publ. par l'Association pour la publication d'une histoire de Paris];"[Association pour la publication d'une histoire de Paris] ;diff. Hachette";1980;Nouvelle histoire de Paris;8;Héron de Villefosse;René;Livre pour adulte;7;;;1;;
978-2-0813-8602-0;9782081386020;Le testament du roc | Texte imprimé | Denis Marquet;Flammarion;DL 2016;;;Marquet;Denis;Livre pour adulte;2;;;1;;
;;Sonic fiction | Enregistrement sonore;Hat Hut Records;1990;;;;;Disque compact;2;;;;;
978-2-35574-248-4;9782355742484;Trahison | 1ère partie | Texte imprimé | Eric Shadower;Akiléos;DL 2016;L'âge de bronze;3, 1;Shanower;Eric;Bande dessinée pour adulte;2;;;;;
2-7459-1655-6;;La nuit du fantôme | Texte imprimé | Marcus Sedgwick | traduit de l'anglais par Emmanuelle Pingault;Milan;DL 2005;Le livre des damnés;2;Sedgwick;Marcus;Livre jeunesse;4;;;;;
978-2-228-91627-1;9782228916271;Sur le rêve | Texte imprimé | Sigmund Freud | traduction inédite de l'allemand par Olivier Mannoni | préface de Sébastien Smirou;Éditions Payot & Rivages;2016;;;Freud;Sigmund;Livre pour adulte;2;;;;;
2-01-201035-0;;Futékati et l'anniversaire de Jokari | Texte imprimé | Béatrice Nicodème | illustrations de François San Millan;Hachette;DL 2005;Les énigmes de Futékati;;Nicodème;Béatrice;Livre jeunesse;1;;;;;
978-2-8187-0432-5;9782818704325;Le chien des Baskerville | The hound of the Baskervilles | Arthur Conan Doyle;Harrap 's;2015;;;Doyle;Arthur Conan;Livre en langue étrangère;1;;;;;
2-253-15392-3;;Le secret | Texte imprimé | Bernard Lenteric;Librairie générale française;2002;;;Lentéric;Bernard;Livre pour adulte;2;;;;;
978-0-00-816487-4;9780008164874;Murder in Mesopotamia | Texte imprimé | Agatha Christie;Harper;2016;;;Christie;Agatha;Livre en langue étrangère;1;;1;;;
2-86364-609-5;;Sidney Bechet | Texte imprimé | Christian Béthune;Éd. Parenthèses;1997;;;Béthune;Christian;Livre pour adulte;2;;;1;;
979-10-91747-22-6;9791091747226;L'abracadabrante journée d'une sorcière | Texte imprimé | [livre en braille et livre tactile] | Dufour, Pauline | [graphisme-illustration de] Nihel Ayed;Mes mains en or;2015;;;Dufour;Pauline;Livre jeunesse;2;;;;;
978-2-08-137482-9;9782081374829;Les bons comptes font les bons amis | Texte imprimé | Jean-François Dumont;Père Castor-Flammarion;2016;;;Dumont;Jean-François;Livre jeunesse;26;1;1;;;1
2-266-09203-0;9782266092036;Les infortunes de la Belle au Bois dormant | Texte imprimé | 1 | L'initiation | Anne Rice | [trad. par Adrien Calmevent];Pocket;1999;Les infortunes de la Belle au bois dormant;1;Rice;Anne;Livre de Fonds spécialisés;1;;;;;
;3760179353020;Brazilian disco boogie sound | enregistrement sonore | 1978-1982 | Christina Camargo, Solange, Sandra De Sa... [et al.];Favorite Recordings;2014;;;;;Disque compact;1;;;;;
2-85-868-175-9;;La Flûte enchantée de W. A. Mozart | Texte imprimé | d'après le livret  d'après le livret d'Emmanuel Schikaneder | texte original italien de Gaetano Marcellino | traduction de Catherine Lahmery et Anne Journiac | dessins de Christian Olivares;Editions Van de Velde;1991;;;Mozart;Wolfgang Amadeus;Livre jeunesse;1;;;;;
978-2-917516-56-0;9782917516560;Dodo ! | Texte imprimé;Éditions Chocolat ! jeunesse;DL 2016;;;;;Livre jeunesse;4;;;;;
978-2-09-278796-0;9782092787960;100 activités Montessori pour découvrir le monde | textes & photographies Eve Herrmann;Nathan Jeunesse;2016;;;Herrmann;Eve;Livre pour adulte;3;;;;;
978-2-918689-64-5;9782918689645;Mon gros escargot | Rascal | illustrations Claude Cachin;Ane bâté;2016;;;Rascal;;Livre jeunesse;2;;;;;
978-2-08-137876-6;9782081378766;Le grand roman des maths | Texte imprimé | de la préhistoire à nos jours | Mickaël Launay;Flammarion;DL 2016;;;Launay;Mickaël;Livre pour adulte;42;1;1;;1;1
2-7117-8456-8;;Les théories de l'art | Texte imprimé | philosophie, critique et histoire de l'art de Platon à nos jours | Jean-Luc Chalumeau,...;Vuibert;1994;;;Chalumeau;Jean-Luc;Livre pour adulte;5;;;;;
978-2-87558-406-9;9782875584069;Littérature pour la jeunesse et dictature au XXe siècle | Texte imprimé | entre histoire et fiction | Leonor Coelho, Eflychia Amilitou, Fatos Rama,... [et al.] | sous la direction de Stéphanie Anne Delcroix & Costantino Maeder;Presses universitaires de Louvain;2015;;;;;Livre jeunesse;6;;1;;;
978-2-35263-161-3;9782352631613;Chapeau les champignons ! | Texte imprimé | mycologie | Fleur Daugey, Émilie Vanvolsem;les Éditions du Ricochet;DL 2016;;;Daugey;Fleur;Livre jeunesse;27;;;;;1
978-2-8097-1200-1;9782809712001;9 petits chats | Texte imprimé | Michael Grejniec;Picquier jeunesse;DL 2016;;;Grejniec;Micha??;Livre jeunesse;35;;1;2;1;1
978-2-8001-6717-6;9782800167176;La machine à démourir | Texte imprimé | Gazzotti, Vehlmann;Dupuis;DL 2016;Seuls;10;Gazzotti;Bruno;Bande dessinée jeunesse;68;1;2;2;1;1
;3530941037966;L'empereur du Nord | Images animées | Robert Aldrich, réal. | Christopher Knopf, scénario | Frank Devol, comp. | Lee Marvin, Ernest Borgnine, Keith Carradine... [et al.], act.;Opening [éd., distrib.];[DL 2010];;;;;DVD-vidéo tous publics;5;;1;;;
9787107249266;9787107249266;Mo | Texte imprimé | Ji Dawei;Congqing chu ban she;2016;;;Ji;Dawei;Livre pour adulte;1;;;1;;
978-2-84953-105-1;9782849531051;Quitter Saigon | Texte imprimé | Clément Baloup;la Boîte à bulles;impr. 2010;Mémoires de Viet kieu;1;Baloup;Clément;Bande dessinée pour adulte;8;;;;;
;;Abzû | Ressource électronique | developed by Giant Squid;505 Games;cop. 2016;;;;;Jeux Vidéos tous publics;1;;;;;
978-2-7427-9215-3;9782742792153;Anatomie d'un instant | Texte imprimé | Javier Cercas | traduit de l'espagnol par Élisabeth Beyer et Aleksandar Gruji?i?;Actes Sud;impr. 2010;;;Cercas;Javier;Livre pour adulte;25;1;1;1;1;
978-2-8094-1132-4;9782809411324;Saint-Seiya | épisode G | les origines des chevaliers du Zodiaque | Épisode 17 | Texte imprimé | Masami Kurumada, Megumu Okada;Panini manga;DL 2010;Saint-Seiya, épisode G;17;Kurumada;Masami;Bande dessinée jeunesse;3;;;;;
978-2-205-06423-0;9782205064230;Garfield ne manque pas d'air | Texte imprimé | Jim Davis;Dargaud;2010;Garfield;;Davis;Jim;Bande dessinée jeunesse;49;1;1;1;;1
978-2-278-06203-4;9782278062034;Une poule sur un mur | Texte imprimé | Stefany Devaux;Didier jeunesse;impr. 2009;;;Devaux;Stéfany;Livre jeunesse;9;;;;;
2-07-075673-4;;L'homme-jasmin | Texte imprimé | impressions d'une malade mentale | Unica Zürn | trad. de l'allemand par Ruth Henry et Robert Valançay | préf. d'André Pieyre de Mandiargues;Gallimard;1999;;;Zürn;Unica;Livre pour adulte;5;;;;;
978-2-7560-2182-9;9782756021829;Le rêve américain | Texte imprimé | scénario, Frank Miller | dessin, Dave Gibbons | couleur, Robin Smith;Delcourt;impr. 2010;Martha Washington;1;Miller;Frank;Bande dessinée pour adulte;3;;;;;
;5099969510724;100 tubes 70  introuvables | Enregistrement sonore | France Gall, Véronique Sanson, Mike Brant, chant... [et al.];EMI music France;P 2009;;;;;Disque compact;1;;;;;
2-7143-0694-2;;Mémoires de ma vie | Texte imprimé | Giacomo Leopardi | trad. et éd. par Joël Gayraud;J. Corti;1999;;;Leopardi;Giacomo;Livre pour adulte;3;;;;;
978-2-278-05752-8;;Réussir le DELF  | Multimédia multisupport | niveau A2 du Cadre européen commun de référence | Martine Cerdan, Dominique Chevalier-Wixler, Dorothée Dupleix... [et al.] | [publié par la] Commission nationale du DELF et du DALF, Centre international d'études pédagogiques;Didier;cop. 2005;;;;;Méthode de langue;11;;1;;;
;;Estranged | Enregistrement sonore | Forest floor 1, 2... [etc.] | KTL, duo instr.;Mego;2008;;;;;Disque compact;1;;;;;
;5060090520418;Pique dame | Enregistrement sonore | Opera in 3 acts | Pyotr Tchaikovsky, comp. | Libretto by the composer after A. Pushkin | Georgy Nelepp, Alexei Ivanov, Pavel Lisitsian...[et al.], interprètes | Alexander Melik-Pashaev, dir. | Chorus and Orchestra of the Bolshoi Theatre, Moscou;Area Elite;2004;;;Tchaïkovski;Piotr Ilyich;Disque compact;1;;;;;
;;Chine | Enregistrement sonore | recueil de l'Ermitage du prunus | Chen Leiji;Radio France;2004;;;;;Disque compact;5;;;;;
;;Great time ! | Enregistrement sonore | Duke Ellington;Distrib. Warner;1986;;;Ellington;Duke;Disque compact;2;;;;;
;;Rocher de Brighton | Texte imprimé | roman | Graham Greene | trad. de l'anglais par Marcelle Sibon;La Guilde du Livre;1951;;;Greene;Graham;Livre pour adulte;1;;;;;
978-2-205-06641-8;9782205066418;Les femmes | Texte imprimé | scénario et dessin, Merwan | scénario et dessin, Bastien Vivès | couleur, Sandra Desmazières;Dargaud;DL 2010;Pour l'Empire;2;Merwan;;Bande dessinée pour adulte;19;;;;;
;;Songs from the big chair | Enregistrement sonore;Phonogram;1985;;;;;Disque compact;7;;;;1;
978-2-7548-0304-5;9782754803045;Les amants de Sylvia | Texte imprimé | un récit écrit et dessiné par Gani Jakupi;Futuropolis;DL 2010;;;Jakupi;Gani;Bande dessinée pour adulte;3;;;;;
;;0Straight from the heart | Enregistrement sonore | Ann Peebles;Distrib. Media 7;1992;;;;;Disque compact;3;;;;;
978-2-200-34652-2;9782200346522;La gouvernance | Texte imprimé | pour ou contre le politique ? | Ali Kazancigil;A. Colin;DL 2010;;;Kazancigil;Ali;Livre pour adulte;3;;;;;
2-07-058108-X;;Pierrot ou les secrets de la nuit | Texte imprimé | Michel Tournier | dessiné par Danièle Bour;Gallimard;1981;;;Tournier;Michel;Usuels;1;;;;;
;;Frauentanz | Musique imprimée | sieben Gedichte des Mittelaters, fur Sopran mit Flote, Bratsche, Klarinette, Horn und Fagott, Op.10 (Klavierauszug mit Text);Universal Edition;s.d.;;;Weill;Kurt;Partition;2;;;;;
2-908462-70-2;;La veuve noire | Texte imprimé | mise en scène et personnages, F. Walthéry | décors, G. Van Linthout | scénario, M. Dusart...;"Marsu productions;[diff. MDL]";1997;Natacha.;17;Walthéry;François;Bande dessinée jeunesse;3;;1;;;
978-2-262-03326-2;9782262033262;Les secrets de l'expédition de Suez | Texte imprimé | 1956 | Denis Lefebvre;Perrin;cop. 2010;;;Lefebvre;Denis;Livre pour adulte;9;;;;;
;;Visages de l'amour | Enregistrement sonore | C. Aznavour;;1996;;;Aznavour;Charles;Disque compact;4;;;;;
2-02-039714-5;;Le petit reporter | Texte imprimé | Pierre Desproges;Éd. du Seuil;1999;;;Desproges;Pierre;Livre pour adulte;3;;;;;
3-314-21786-2;;Joan et Joanne | Texte imprimé | une histoire de Grimm | illustrée par Bernadette | et traduite par Michelle Nikly;Éd. Nord-Sud;DL 2005;;;Grimm;Jacob;Livre jeunesse;18;;;1;;
;;Histoire du Consulat et de l'Empire, faisant suite a l'histoire de la Révolution française | Texte imprimé | A. Thiers;Paulin;1845;Histoire du Consulat et de l'Empire / Thiers;03;Thiers;Adolphe;Livre pour adulte;1;;;;;
2-213-60526-2;;Histoire des Balkans | Texte imprimé | XIVe-XXe siècle | Georges Castellan;Fayard;1999;;;Castellan;Georges;Livre pour adulte;21;1;;1;;1
2-87678-538-2;;Le livre d'un homme seul | Texte imprimé | roman | Gao Xingjian | trad. du chinois par Noël et Liliane Dutrait;Éd. de l'Aube;2000;;;Gao;Xing jian;Livre pour adulte;7;;1;;;
;;Empire | Images animées | saison 2 | DVD 1 & 2 : épisodes 1 à 7 | Sanaa Hamri, Danny Strong, Lee Daniels, réal. | Fil Eisler, comp. | Danny Strong, Ilene Chaiken, Lee Daniels, scénario | Terrence Howard, Taraji P. Henson, Bryshere Y. Gray, Jussie Smollett, Trai Byers, Grace Gealey, ... [et al.] act.;20th Century Fox [éd.];2016;Empire;;;;DVD-vidéo tous publics;2;;;;;
;;Les chansons de Dalida | 3 | Enregistrement sonore | en version play backs;Pluriel;2002;;;;;Disque compact;2;;;;;
978-604-69-8049-0;8935235208384;Quân quit | Texte imprimé | Emile Ajar | traduit du français par Hô Thanh Vân;NXB V?n h?c;2016;;;Gary;Romain;Livre pour adulte;1;;;1;;
;;L'âge de glace 2  | Images animées | les bonus givrés;Twentieth Century Fox Home [éd.];2006;;;;;DVD jeunesse;3;;;;;
978-2-7578-4642-1;9782757846421;L'égaré de Lisbonne | Texte imprimé | roman | Bruno d'Halluin;Éditions Points;DL 2015;;;Halluin;Bruno d';Livre pour adulte;1;;;;;
2-7475-9761-X;9782747597616;Les chrétiens et le rêve dans l'Antiquité | Texte imprimé | Pierre Erny;l'Harmattan;DL 2005;;;Erny;Pierre;Livre pour adulte;1;;;;;
978-88-7937-637-2;9788879376372;Novanta  | Texte imprimé | Napoli in 90 storie vere ispirate alla Smorfia | Lorenzo Marone;Tullio Pironti;2013;;;Marone;Lorenzo;Livre en langue étrangère;1;;;;;
978-2-84580-711-2;9782845807112;Maison Ikkoku | Juliette je t'aime | 1 | Texte imprimé | Rumiko Takahashi;Éd. Tonkam;impr. 2007;Maison Ikkoku;1;Takahashi;Rumiko;Bande dessinée jeunesse;3;;;;;
978-1-78211-921-0;;Life of Pi | Texte imprimé | Yann Martel;Canongate;2016;;;Martel;Yann;Livre en langue étrangère;1;;;;;
;;American piano music | 2 | Enregistrement sonore | B. Lerner;Etcetera;1986;;;;;Disque compact;1;;;;;
978-84-233-4769-8;9788423347698;Estaba en el aire | Texte imprimé | Sergio Vila-Sanjuán;Booket;2013;;;Vila-Sanjuán;Sergio;Livre en langue étrangère;1;;;;;
;;0Stan Getz with strings | Enregistrement sonore;Polygram;1992;;;;;Disque compact;1;;;;;
978-2-290-12212-9;9782290122129;Les tueurs de la République | Texte imprimé | assassinats et opérations spéciales des services secrets | document | Vincent Nouzille;J'ai lu;DL 2016;;;Nouzille;Vincent;Livre pour adulte;2;;;;;1
2-13-053164-4;;Claude Lévi-Strauss | Texte imprimé | Catherine Clément,...;Presses universitaires de France;2002;;;Clément;Catherine;Livre pour adulte;11;;1;;1;
978-2-226-32925-7;9782226329257;Les secrets de l'Olympe | Texte imprimé | Téa Stilton | [traduit de l'italien par Béatrice Didiot];Albin Michel jeunesse;DL 2016;Téa Stilton;20;Stilton;Téa;Livre jeunesse;3;1;;;;
2-86274-466-2;;La police hors la loi | Texte imprimé | des milliers de bavures sans ordonnances depuis 1968 | Maurice Rajsfus;le Cherche midi éd.;1996;;;Rajsfus;Maurice;Livre pour adulte;1;;;;;
978-2-7424-4345-1;9782742443451;Woody Allen film par film | Texte imprimé | Jason Solomons | traduit de l'anglais par Hélène Borraz, Valentine Palfrey et Frédérique Popet;Gallimard;DL 2015;;;Solomons;Jason;Livre pour adulte;1;;;;;
978-2-907891-59-2;9782907891592;John Coltrane | Texte imprimé | sa vie, sa musique | Lewis Porter | traduit de l'anglais par Vincent Cotro;Éd. Outre mesure;2007;;;Porter;Lewis;Livre pour adulte;11;;;1;;
978-2-8126-1128-5;9782812611285;Fils d'Antigone | Texte imprimé | Irène Cohen-Janca;Rouergue;DL 2016;;;Cohen-Janca;Irène;Livre pour adulte;6;;;;;
;;"Intergalactic sonic 7""S | Enregistrement sonore | singles collection 1994-2002 | Ash";Infectious;2002;;;;;Disque compact;1;;;;;
978-2-37119-052-8;9782371190528;Swastika night | Texte imprimé | Katharine Burdekin | traduit de l'anglais par Anne-Sylvie Homassel;Piranha;DL 2016;;;Burdekin;Katharine;Livre pour adulte;13;;;;;1
;;Olympia 23 février 1960 - 27 février 1965 | Enregistrement sonore | live | J. Giuffre;Trema;1999;;;;;Disque compact;2;;;;;
